"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"description"
"ENSG00000005486"	4930.9833969528	0.148977685933405	0.197065387907748	0.755980984358074	0.449660596803703	0.861294659104068	"RHBDD2"	"rhomboid domain containing 2"
"ENSG00000005513"	287.382408736246	-1.69905310408768	0.633627135083217	-2.68147149958238	0.00732991578646647	0.212581678700893	"SOX8"	"SRY-box transcription factor 8"
"ENSG00000005700"	2911.57271136192	-0.282084791762262	0.286993922511522	-0.982894652589505	0.325659289929229	0.792081230033549	"IBTK"	"inhibitor of Bruton tyrosine kinase"
"ENSG00000005801"	1235.78695784503	-0.296411691348815	0.26029539631685	-1.13875118631757	0.25480694674706	0.743413702049724	"ZNF195"	"zinc finger protein 195"
"ENSG00000005810"	1392.61779821211	-0.133083329050948	0.24611027242104	-0.540746746333577	0.588682153140318	0.91447616564996	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005812"	1179.7365373141	-0.0350434230462801	0.219552858897636	-0.15961269291701	0.873186179675371	0.980033289820962	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000005844"	1068.32776643662	-0.47315186966066	0.494261715902432	-0.957290144952398	0.338420828163773	0.800815985762774	"ITGAL"	"integrin subunit alpha L"
"ENSG00000005882"	937.590945513884	0.214905796807214	0.261442407750436	0.822000526450002	0.411076597282874	0.842751706668727	"PDK2"	"pyruvate dehydrogenase kinase 2"
"ENSG00000005884"	11674.4034033536	0.587476902027612	0.539810342776008	1.08830241933949	0.276461622853854	0.759963015206917	"ITGA3"	"integrin subunit alpha 3"
"ENSG00000005889"	1507.42976566337	0.382245722636696	0.25779650452425	1.48274206953314	0.138142952684334	0.631147907316889	"ZFX"	"zinc finger protein X-linked"
"ENSG00000005893"	18859.954711411	-0.127843950399889	0.263541420251246	-0.485100028215713	0.627605392052183	0.925509405746382	"LAMP2"	"lysosomal associated membrane protein 2"
"ENSG00000005961"	72.4090577500572	0.308556811343013	0.411217909040334	0.750348670521422	0.453044736721833	0.863252739019791	"ITGA2B"	"integrin subunit alpha 2b"
"ENSG00000006007"	1823.70743259744	0.0635804423730276	0.231053345845991	0.275176462562058	0.78318066932297	0.963284255086594	"GDE1"	"glycerophosphodiester phosphodiesterase 1"
"ENSG00000006015"	1584.56626586053	-0.0384631076082945	0.267321888130701	-0.143883121121338	0.885592764384031	0.982270576769814	"REX1BD"	"required for excision 1-B domain containing"
"ENSG00000006016"	123.13313899027	-0.812395305416671	0.461342592736946	-1.76093713913793	0.0782490430713734	0.526815076314379	"CRLF1"	"cytokine receptor like factor 1"
"ENSG00000006025"	843.72190146168	0.0597570937812093	0.38085520905134	0.156902393248228	0.875321773682884	0.980033289820962	"OSBPL7"	"oxysterol binding protein like 7"
"ENSG00000006042"	2755.67306973987	-0.341509920488914	0.444516502553319	-0.768272760465065	0.44232515418371	0.858125358265681	"TMEM98"	"transmembrane protein 98"
"ENSG00000006047"	149.112428657561	-2.93740642500908	0.89193283956613	-3.29330448964964	0.000990171787468313	0.0837472201051115	"YBX2"	"Y-box binding protein 2"
"ENSG00000006062"	1415.1856307309	0.326740941124091	0.340422545088642	0.95980993573446	0.337150880854253	0.799939992287326	"MAP3K14"	"mitogen-activated protein kinase kinase kinase 14"
"ENSG00000006071"	156.417867099289	-1.7124017971299	0.882270324674819	-1.94090376751711	0.0522699509553396	0.461274034301686	"ABCC8"	"ATP binding cassette subfamily C member 8"
"ENSG00000006118"	8584.18509989255	1.08185107238557	0.534125987354644	2.02546046812594	0.0428201037892769	0.430400308028111	"TMEM132A"	"transmembrane protein 132A"
"ENSG00000006125"	11763.4535830519	0.359084921316325	0.172515548517911	2.0814641022287	0.0373914465821592	0.408904566559215	"AP2B1"	"adaptor related protein complex 2 subunit beta 1"
"ENSG00000006194"	1707.27321409185	-0.0844092697974165	0.139211278749669	-0.606339303507168	0.544289464483641	0.89862076239723	"ZNF263"	"zinc finger protein 263"
"ENSG00000006210"	5335.8172722018	0.795386589689789	0.433117898305169	1.83642050536866	0.0662954891829688	0.496032018312972	"CX3CL1"	"C-X3-C motif chemokine ligand 1"
"ENSG00000006282"	8130.96123672891	0.70693739715843	0.269308902409345	2.62500567502183	0.00866475230708417	0.231366760583415	"SPATA20"	"spermatogenesis associated 20"
"ENSG00000006283"	38.6912201929667	1.85218930177178	0.636175784182425	2.91144263554781	0.0035976396136774	0.157436382258862	"CACNA1G"	"calcium voltage-gated channel subunit alpha1 G"
"ENSG00000006327"	9338.35171640457	0.124111646783266	0.421761078452196	0.294270033732696	0.768551569038931	0.959939509492325	"TNFRSF12A"	"TNF receptor superfamily member 12A"
"ENSG00000006432"	543.413988579265	0.147192854213785	0.364537817236	0.403779381052511	0.686374960065045	0.937687825712502	"MAP3K9"	"mitogen-activated protein kinase kinase kinase 9"
"ENSG00000006451"	2710.57598619787	-0.046091912408803	0.187413553797908	-0.245936921181832	0.805731062431022	0.969131105842297	"RALA"	"RAS like proto-oncogene A"
"ENSG00000006453"	4159.14250329892	-0.290940471291333	0.342352255708194	-0.849827820440353	0.39542081988074	0.834407726737445	"BAIAP2L1"	"BAR/IMD domain containing adaptor protein 2 like 1"
"ENSG00000006459"	845.098912943857	-0.129005285455064	0.270916148131515	-0.476181602111215	0.633945005445436	0.926958426832031	"KDM7A"	"lysine demethylase 7A"
"ENSG00000006468"	1415.93667453222	-0.649456192031573	0.560232581774795	-1.15926173014451	0.246349516058785	0.738864784242545	"ETV1"	"ETS variant transcription factor 1"
"ENSG00000006530"	1006.34621329838	-0.383124069945009	0.210464011440051	-1.82037806522632	0.0687014504484106	0.502282339299351	"AGK"	"acylglycerol kinase"
"ENSG00000006534"	2729.34393902521	0.0614221644247287	0.582424083357179	0.10545952027032	0.916011188966069	0.98825366612278	"ALDH3B1"	"aldehyde dehydrogenase 3 family member B1"
"ENSG00000006555"	1284.71288189166	0.103122519966805	0.383715819943883	0.268747115982569	0.788124291800212	0.964683773615666	"TTC22"	"tetratricopeptide repeat domain 22"
"ENSG00000006576"	1038.25522372586	0.31921768173416	0.222498482402452	1.43469599561926	0.151373745809192	0.647699686866417	"PHTF2"	"putative homeodomain transcription factor 2"
"ENSG00000006606"	18.0218092043544	-0.305541522708524	0.487369225817246	-0.626920015715346	0.530711666230291	0.893224670775158	"CCL26"	"C-C motif chemokine ligand 26"
"ENSG00000006607"	1559.6170085524	-0.0794221075197452	0.226744638814228	-0.35027115937597	0.72613520743099	0.951634686589817	"FARP2"	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"ENSG00000006611"	6632.70077541943	0.331920622447644	0.492035275601388	0.674587044682833	0.499938166211932	0.881312169999733	"USH1C"	"USH1 protein network component harmonin"
"ENSG00000006625"	746.414057404843	-0.500991503926136	0.239178017387437	-2.09463858509454	0.0362031324800872	0.406051316652722	"GGCT"	"gamma-glutamylcyclotransferase"
"ENSG00000006634"	332.853999941253	0.0247956648782731	0.257298576986338	0.0963692266342757	0.923227331931462	0.989880660994787	"DBF4"	"DBF4 zinc finger"
"ENSG00000006638"	210.764519813233	-0.396551994340452	0.260450124708003	-1.52256404094656	0.127867811923415	0.61720858112621	"TBXA2R"	"thromboxane A2 receptor"
"ENSG00000006652"	414.036314373862	0.0532784853597656	0.183463150125666	0.290404287309314	0.771506964168054	0.96099543330958	"IFRD1"	"interferon related developmental regulator 1"
"ENSG00000006695"	980.865786364074	0.497929621420187	0.300994453395166	1.65428171783109	0.0980702858307449	0.564042355055169	"COX10"	"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"
"ENSG00000006704"	1473.54556546279	0.641408445881658	0.406554929342337	1.57766736937425	0.114642046410504	0.591267059707003	"GTF2IRD1"	"GTF2I repeat domain containing 1"
"ENSG00000006712"	3312.38249299249	0.369768194752431	0.178747607892807	2.06866094104139	0.0385779149069621	0.414158546188028	"PAF1"	"PAF1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000006715"	4093.37903608506	0.213965238504261	0.213728350399546	1.00110836070307	0.316774423430343	0.786848406574833	"VPS41"	"VPS41 subunit of HOPS complex"
"ENSG00000006740"	459.402797880477	-0.0593525403957994	0.324047791016278	-0.183159836423072	0.854672607101824	0.97649828595071	"ARHGAP44"	"Rho GTPase activating protein 44"
"ENSG00000006744"	3592.48632848067	0.0239160150640026	0.172736484640218	0.138453755810857	0.889881815060675	0.982598386698851	"ELAC2"	"elaC ribonuclease Z 2"
"ENSG00000006747"	181.13775679584	1.29014456841612	0.573157542377165	2.25094232043995	0.024389190842297	0.34904383566279	"SCIN"	"scinderin"
"ENSG00000006756"	3301.69932075658	0.515869526326502	0.263116413500367	1.96061324895561	0.0499241556646679	0.452717324852954	"ARSD"	"arylsulfatase D"
"ENSG00000006757"	1034.09585264197	0.346523320796248	0.328915551351805	1.0535327970115	0.292096871053934	0.772877730049391	"PNPLA4"	"patatin like phospholipase domain containing 4"
"ENSG00000006831"	4356.8613643541	-0.041448416116188	0.202543922896839	-0.20463914949104	0.83785406575834	0.973115818242691	"ADIPOR2"	"adiponectin receptor 2"
"ENSG00000006837"	29.5147966607533	-0.0457077051325877	0.259099053666383	-0.176410158531266	0.85997172446697	0.977405453847962	"CDKL3"	"cyclin dependent kinase like 3"
"ENSG00000007001"	43.4233394241319	-1.54824379434355	0.660939023300004	-2.34249112212094	0.0191554897018808	0.316089130778805	"UPP2"	"uridine phosphorylase 2"
"ENSG00000007038"	268.720380606268	2.08527564101391	1.03740259414101	2.01009295021143	0.0444213520709982	0.433758448251521	"PRSS21"	"serine protease 21"
"ENSG00000007047"	2441.1864962478	0.711867602698685	0.262501069999556	2.71186552763343	0.00669057288678312	0.203390764709517	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007062"	4538.10734140599	1.38188394427681	0.716434428048489	1.92883520134697	0.0537513242694021	0.466320969366793	"PROM1"	"prominin 1"
"ENSG00000007080"	2828.78535862432	0.0711183841575952	0.2572585744195	0.276447089540447	0.78220469306653	0.963111204286974	"CCDC124"	"coiled-coil domain containing 124"
"ENSG00000007129"	86.2402063747329	0.961859819544934	0.518061419587299	1.85665209409181	0.0633606672797561	0.49125084854045	"CEACAM21"	"CEA cell adhesion molecule 21"
"ENSG00000007168"	4619.30518576155	-0.0821045939750178	0.141768980438638	-0.579143573728069	0.562492300714576	0.905199263172817	"PAFAH1B1"	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"
"ENSG00000007171"	79.9913646792871	-0.328630972925782	0.466519058454266	-0.704432041886233	0.481163757547981	0.87276823131323	"NOS2"	"nitric oxide synthase 2"
"ENSG00000007174"	37.6090740462729	0.0834397092709992	0.648216400805731	0.128721996492659	0.897577629524715	0.983575831621908	"DNAH9"	"dynein axonemal heavy chain 9"
"ENSG00000007202"	4252.61384061727	0.422069551995048	0.210030486574743	2.00956327282919	0.044477431680104	0.433758448251521	"BLTP2"	"bridge-like lipid transfer protein family member 2"
"ENSG00000007216"	1907.18946760577	-1.5455165756026	0.98558605430809	-1.56811936293843	0.116853278481076	0.595921286944851	"SLC13A2"	"solute carrier family 13 member 2"
"ENSG00000007237"	3671.44097266493	0.0493095192388872	0.680783230988085	0.0724305726028528	0.942259255263924	0.99190443788206	"GAS7"	"growth arrest specific 7"
"ENSG00000007255"	1631.20925873571	0.063692864678987	0.26218702015683	0.242929129904633	0.808060298986726	0.96943879755721	"TRAPPC6A"	"trafficking protein particle complex subunit 6A"
"ENSG00000007264"	178.344513610789	-0.48013373575016	0.500266902804541	-0.959755148818536	0.337178460245175	0.799939992287326	"MATK"	"megakaryocyte-associated tyrosine kinase"
"ENSG00000007306"	6860.4208757515	3.80844207143051	0.96990585736477	3.92661003386249	8.615148960518e-05	0.0249985114683585	"CEACAM7"	"CEA cell adhesion molecule 7"
"ENSG00000007312"	426.199000114532	-0.229928050217605	0.727308261984781	-0.316135622590268	0.751899569278275	0.95644918524951	"CD79B"	"CD79b molecule"
"ENSG00000007314"	37.8724336026762	-0.691983273983721	0.528218641094034	-1.31003190752697	0.190185041706397	0.687838939908792	"SCN4A"	"sodium voltage-gated channel alpha subunit 4"
"ENSG00000007341"	456.764833500491	0.403022066053575	0.197044516914307	2.04533509668197	0.0408218328489964	0.423269482497429	"ST7L"	"suppression of tumorigenicity 7 like"
