"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"weight"	"symbol"	"description"
"ENSG00000005421"	11431.3499331363	0.688721637214198	0.272941397660861	2.52333153972472	0.0116248743870887	0.0496935030861341	1	"PON1"	"paraoxonase 1"
"ENSG00000005436"	690.004527628116	0.0621473180287928	0.0806875454719124	0.770221942746126	0.441168249826494	0.684760928149898	0.868192508872746	"GCFC2"	"GC-rich sequence DNA-binding factor 2"
"ENSG00000005448"	416.207766538766	0.0398152802634243	0.143734702078859	0.277005341699459	0.78177600450378	0.879441293094855	1	"WDR54"	"WD repeat domain 54"
"ENSG00000005469"	1473.94520363102	0.0763619153134601	0.133627944506655	0.571451694444473	0.567693495928468	0.732365132969367	1	"CROT"	"carnitine O-octanoyltransferase"
"ENSG00000005471"	5032.94523728421	0.0628819497127184	0.217950209983436	0.288515205915596	0.772952392519344	0.877222379265075	0.994153667792886	"ABCB4"	"ATP binding cassette subfamily B member 4"
"ENSG00000005483"	1941.41566707143	0.150058413378448	0.0849553149045255	1.76632166624403	0.0773418986831504	0.196280171092033	1	"KMT2E"	"lysine methyltransferase 2E (inactive)"
"ENSG00000005486"	4741.32355701864	0.216773508303031	0.113273221621898	1.9137224597232	0.0556556277037586	0.155325298841936	1	"RHBDD2"	"rhomboid domain containing 2"
"ENSG00000005513"	270.183724092383	0.131303943128352	0.241136977088947	0.544520150801752	0.586083585631783	0.746761203804509	1	"SOX8"	"SRY-box transcription factor 8"
"ENSG00000005700"	3179.11815165503	0.0223247091426953	0.0932323682967442	0.239452344186294	0.810754845471525	0.898536330209525	0.994153667792886	"IBTK"	"inhibitor of Bruton tyrosine kinase"
"ENSG00000005801"	637.293883391875	0.124312990995829	0.0839224621674578	1.48128388735517	0.138530940282093	0.294361281853532	1	"ZNF195"	"zinc finger protein 195"
"ENSG00000005810"	1318.40463354626	-0.151937478371326	0.100128069264063	-1.51743142046041	0.129157796006776	0.280286398757178	1	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005812"	1122.57656341034	-0.133123814036902	0.0921518195585633	-1.44461405835074	0.148566321749233	0.309212892309343	1	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000005844"	1366.78553437459	-0.234572944995016	0.162269552753282	-1.44557583979828	0.148296207173724	0.308878365065555	1	"ITGAL"	"integrin subunit alpha L"
"ENSG00000005882"	1523.72323819116	-0.151778572805744	0.108471315075496	-1.39925078533534	0.161737792177177	0.328304904938675	1	"PDK2"	"pyruvate dehydrogenase kinase 2"
"ENSG00000005884"	5751.78562621943	0.00516868862962474	0.187103482272637	0.0276247591271081	0.977961434270815	0.992327487244298	1	"ITGA3"	"integrin subunit alpha 3"
"ENSG00000005889"	1143.53643519156	0.241085512707291	0.0998879100919189	2.4135604848018	0.015797505625144	0.062298622237371	1.00121415671471	"ZFX"	"zinc finger protein X-linked"
"ENSG00000005893"	16358.3365845752	-0.0903554301917899	0.0986860099247027	-0.915584997921498	0.359884602798944	0.557190489565318	0.994153667792886	"LAMP2"	"lysosomal associated membrane protein 2"
"ENSG00000005961"	24.3205583720284	0.62144491203363	0.229218673747762	2.71114434907464	0.00670514290733294	0.0332000600243534	1	"ITGA2B"	"integrin subunit alpha 2b"
"ENSG00000005981"	101.198011067285	-0.580161840671296	0.322720598843408	-1.79772175296689	0.0722211124614116	0.186623359930615	1	"ASB4"	"ankyrin repeat and SOCS box containing 4"
"ENSG00000006007"	1562.91253686097	-0.169387356321039	0.0832414665952453	-2.03489154203242	0.0418617872296766	0.112679814468388	1.17808928783864	"GDE1"	"glycerophosphodiester phosphodiesterase 1"
"ENSG00000006015"	1759.3390534955	-0.0162425665079184	0.127936186788115	-0.12695834474744	0.89897336776529	0.948614420641754	1	"REX1BD"	"required for excision 1-B domain containing"
"ENSG00000006016"	140.849726232057	0.995928057459145	0.311499705578203	3.19720384842905	0.0013876682282845	0.00983953207405743	1.01246142151492	"CRLF1"	"cytokine receptor like factor 1"
"ENSG00000006025"	346.71306275205	0.141814488023797	0.144912652965935	0.978620466337975	0.327767542959625	0.522745186846157	1	"OSBPL7"	"oxysterol binding protein like 7"
"ENSG00000006042"	3433.09273079558	-0.305175855281999	0.185737180253591	-1.64305205271953	0.100372163972251	0.235816263908018	1	"TMEM98"	"transmembrane protein 98"
"ENSG00000006047"	226.636300994411	-0.574095295425384	0.307949593768248	-1.86425086131929	0.0622864838790537	0.168260260380331	1	"YBX2"	"Y-box binding protein 2"
"ENSG00000006062"	961.734498943809	-0.0953069037294376	0.140525634723128	-0.678217208676671	0.497633983007189	0.675968294189172	1.00121415671471	"MAP3K14"	"mitogen-activated protein kinase kinase kinase 14"
"ENSG00000006071"	33.7269490739898	-0.26921161593196	0.377551749170941	-0.713045606392016	0.47581753643576	0.653992489770007	1.01246142151492	"ABCC8"	"ATP binding cassette subfamily C member 8"
"ENSG00000006118"	1286.06380414774	0.474988570907127	0.177132945013743	2.68153714076326	0.00732847789296663	0.0352334076208408	1	"TMEM132A"	"transmembrane protein 132A"
"ENSG00000006125"	6940.21941054109	0.105161928429408	0.0756521771997124	1.39007140735412	0.164507194759974	0.332116797243141	1	"AP2B1"	"adaptor related protein complex 2 subunit beta 1"
"ENSG00000006194"	1225.23339772536	0.0123357652487864	0.062299056117022	0.19800886269633	0.84303812959202	0.915116604611513	1	"ZNF263"	"zinc finger protein 263"
"ENSG00000006210"	2443.11683608593	0.646000118971932	0.15224990703575	4.2430247186965	2.20527134366005e-05	0.000369253383997236	1	"CX3CL1"	"C-X3-C motif chemokine ligand 1"
"ENSG00000006282"	4037.12591928106	0.582344647099197	0.10967296742027	5.30982849098663	1.09728444411305e-07	4.19500283633988e-06	1	"SPATA20"	"spermatogenesis associated 20"
"ENSG00000006283"	14.4903274856469	1.34673026915288	0.32470945173411	4.14749328041013	3.36135332188293e-05	0.000520366287130689	1	"CACNA1G"	"calcium voltage-gated channel subunit alpha1 G"
"ENSG00000006327"	3010.69317152965	0.135702649031371	0.172721337995169	0.785673910395289	0.432058551623216	0.621251811676418	1	"TNFRSF12A"	"TNF receptor superfamily member 12A"
"ENSG00000006377"	20.8690642361799	-1.61233738006204	0.524510688377697	-3.07398384015582	0.0021122087346273	0.013002387071237	1.06086885020568	"DLX6"	"distal-less homeobox 6"
"ENSG00000006432"	319.994196799407	-0.173658784358342	0.125446263937383	-1.38432806930802	0.166258022977566	0.331676792180113	1.01246142151492	"MAP3K9"	"mitogen-activated protein kinase kinase kinase 9"
"ENSG00000006451"	1809.84274435205	-0.00868200826065516	0.0625418158288538	-0.138819254695347	0.889592978258927	0.942828650288549	1	"RALA"	"RAS like proto-oncogene A"
"ENSG00000006453"	2420.27198392495	0.242783831248192	0.15284460853432	1.5884356901845	0.112187852365163	0.254430402702094	1	"BAIAP2L1"	"BAR/IMD domain containing adaptor protein 2 like 1"
"ENSG00000006459"	782.258821889259	0.022880377267561	0.107920021425809	0.212012349194079	0.832097400056209	0.908490415365717	1	"KDM7A"	"lysine demethylase 7A"
"ENSG00000006468"	524.974896350712	-1.20643550768869	0.209045546678972	-5.77116100703832	7.87272059057124e-09	4.67017928833806e-07	0.950711053979896	"ETV1"	"ETS variant transcription factor 1"
"ENSG00000006530"	906.228207399877	-0.0549860786952997	0.0755753191432268	-0.727566609293342	0.466878926822659	0.651146663448193	1	"AGK"	"acylglycerol kinase"
"ENSG00000006534"	1732.65007432042	-0.196311215772759	0.159361589076025	-1.23186030530297	0.218001271568252	0.359346861648459	1.17808928783864	"ALDH3B1"	"aldehyde dehydrogenase 3 family member B1"
"ENSG00000006555"	406.376314543628	-0.498913012481344	0.188478285226122	-2.64705831699808	0.00811953495298165	0.0396539211217443	0.950711053979896	"TTC22"	"tetratricopeptide repeat domain 22"
"ENSG00000006576"	684.432744043405	-0.0278697530006709	0.096796020973771	-0.287922506734268	0.77340605821195	0.874674074367322	1	"PHTF2"	"putative homeodomain transcription factor 2"
"ENSG00000006606"	21.1528611232852	0.055997955441894	0.309363080692374	0.181010466137611	0.856359360927913	0.893031224728373	1.06086885020568	"CCL26"	"C-C motif chemokine ligand 26"
"ENSG00000006607"	1066.23758490545	-0.0757462137109782	0.0852480942590892	-0.888538498945999	0.374251156410241	0.568671056517371	1	"FARP2"	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"ENSG00000006611"	1355.68323160463	0.405385359162387	0.438930723457776	0.923574809183719	0.355707734416374	0.550523142094007	1	"USH1C"	"USH1 protein network component harmonin"
"ENSG00000006625"	807.635390204758	0.0634066460758318	0.110889871868155	0.571798352794748	0.56745859337225	0.795232460957839	0.868192508872746	"GGCT"	"gamma-glutamylcyclotransferase"
"ENSG00000006634"	279.467616047631	-0.0770714447894419	0.100110441165283	-0.769864200899852	0.441380451498481	0.624360544889309	1.01246142151492	"DBF4"	"DBF4 zinc finger"
"ENSG00000006638"	195.15547321956	-0.143007729121829	0.15077217218311	-0.948502147651949	0.342873879994855	0.537587814236496	1	"TBXA2R"	"thromboxane A2 receptor"
"ENSG00000006652"	374.935800666967	-0.0312770589213632	0.14085164896186	-0.222056746597496	0.824269708462632	0.903291004508677	1	"IFRD1"	"interferon related developmental regulator 1"
"ENSG00000006695"	617.161610720639	0.555370365675232	0.0929007183665716	5.97810625622751	2.25746477118575e-09	1.51899489758381e-07	1	"COX10"	"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"
"ENSG00000006704"	987.168500558196	0.302678699688935	0.114542166775488	2.64250893980565	0.0082294292775613	0.0384854149410766	1.00121415671471	"GTF2IRD1"	"GTF2I repeat domain containing 1"
"ENSG00000006712"	3539.03356763453	0.103169853226179	0.0779981271689718	1.32272218540166	0.185927782905522	0.360621791348158	1	"PAF1"	"PAF1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000006715"	2181.50466209973	0.334203259592211	0.0750214398544522	4.45476999962401	8.39831785702921e-06	0.000167981577929067	1	"VPS41"	"VPS41 subunit of HOPS complex"
"ENSG00000006740"	285.900018311214	0.124431097135634	0.254026093163144	0.48983588884989	0.624250032613706	0.769518456807232	1.01246142151492	"ARHGAP44"	"Rho GTPase activating protein 44"
"ENSG00000006744"	3110.2267501614	0.265692624194564	0.0786995935407482	3.37603553259772	0.000735384212425593	0.00607661605791377	0.994153667792886	"ELAC2"	"elaC ribonuclease Z 2"
"ENSG00000006747"	697.202461691305	-0.740679147167322	0.282603847036938	-2.62090964059138	0.00876955022379783	0.0403483876834949	1	"SCIN"	"scinderin"
"ENSG00000006756"	2767.3125760704	0.245692458471465	0.119172344511764	2.06165666604982	0.03924043496524	0.120852028986672	1	"ARSD"	"arylsulfatase D"
"ENSG00000006757"	1054.50425637947	0.425626587685335	0.0988775876230844	4.3045810270756	1.6730205255353e-05	0.000296299759889905	1	"PNPLA4"	"patatin like phospholipase domain containing 4"
"ENSG00000006788"	8.77272479117126	0.981944956755629	0.547474102977506	1.79359160810566	0.0728783769659308	0.187914673681285	1	"MYH13"	"myosin heavy chain 13"
"ENSG00000006831"	6112.83653943613	-0.0603230895455355	0.0889194281846996	-0.678401680904144	0.497517043622766	0.676321533572551	1	"ADIPOR2"	"adiponectin receptor 2"
"ENSG00000006837"	16.089401106116	-0.12573791630207	0.11695559046766	-1.07509111620311	0.282333936459292	0.47545943725631	1	"CDKL3"	"cyclin dependent kinase like 3"
"ENSG00000007001"	458.058933743202	-0.922460271082176	0.362818151032211	-2.54248655547633	0.0110066835567229	0.0477931275808483	1	"UPP2"	"uridine phosphorylase 2"
